据;す.える, す.わる, キョ;set, lay a foundation, install, equip, squat down, sit down
肥;こ.える, こえ, こ.やす, こ.やし, ふと.る, ヒ;fertilizer, get fat, fertile, manure, pamper
徐;おもむ.ろに, ジョ;gradually, slowly, deliberately, gently
糖;トウ;sugar
搭;トウ;board, load (a vehicle), ride
盾;たて, ジュン;shield, escutcheon, pretext
脈;すじ, ミャク;vein, pulse, hope
滝;たき, ロウ, ソウ;waterfall, rapids, cascade
軌;キ;rut, wheel, track, model, way of doing
妨;さまた.げる, ボウ;disturb, prevent, hamper, obstruct
擦;す.る, す.れる, -ず.れ, こす.る, こす.れる, サツ;grate, rub, scratch, scrape, chafe, scour
鯨;くじら, ゲイ;whale
荘;ほうき, おごそ.か, ソウ, ショウ, チャン;villa, inn, cottage, feudal manor
諾;ダク;consent, assent, agreement
雷;かみなり, いかずち, いかづち, ライ;thunder, lightning bolt
漂;ただよ.う, ヒョウ;drift, float (on liquid)
懐;ふところ, なつ.かしい, なつ.かしむ, なつ.く, なつ.ける, なず.ける, いだ.く, おも.う, カイ, エ;pocket, feelings, heart, yearn, miss someone, become attached to, bosom, breast
勘;カン;intuition, perception
栽;サイ;plantation, planting
拐;カイ;kidnap, falsify
駄;ダ, タ;burdensome, pack horse, horse load, send by horse
添;そ.える, そ.う, も.える, も.う, テン;annexed, accompany, marry, suit, meet, satisfy, attach, append, garnish, imitate
冠;かんむり, カン;crown, best, peerless
斜;なな.め, はす, シャ;diagonal, slanting, oblique
鏡;かがみ, キョウ, ケイ;mirror, speculum, barrel-head, round rice-cake offering
聡;さと.い, みみざと.い, ソウ;wise, fast learner
浪;ロウ;wandering, waves, billows
亜;つ.ぐ, ア;Asia, rank next, come after, -ous
覧;み.る, ラン;perusal, see
詐;いつわ.る, サ;lie, falsehood, deceive, pretend
壇;ダン, タン;podium, stage, rostrum, terrace
勲;いさお, クン;meritorious deed, merit
魔;マ;witch, demon, evil spirit
酬;むく.いる, シュウ, シュ, トウ;repay, reward, retribution
紫;むらさき, シ;purple, violet
曙;あけぼの, ショ;dawn, daybreak
紋;モン;family crest, figures
卸;おろ.す, おろし, おろ.し, シャ;wholesale
奮;ふる.う, フン;stirred up, be invigorated, flourish
欄;てすり, ラン;column, handrail, blank, space
逸;そ.れる, そ.らす, はぐ.れる, イツ;deviate, idleness, leisure, miss the mark, evade, elude, parry, diverge
涯;はて, ガイ;horizon, shore
拓;ひら.く, タク;clear (the land), open, break up (land)
眼;まなこ, め, ガン, ゲン;eyeball
獄;ゴク;prison, jail
尚;なお, ショウ;esteem, furthermore, still, yet
彫;ほ.る, -ぼ.り, チョウ;carve, engrave, chisel
穏;おだ.やか, オン;calm, quiet, moderation
顕;あきらか, あらわ.れる, ケン;appear, existing
巧;たく.み, たく.む, うま.い, コウ;adroit, skilled, ingenuity
矛;ほこ, ム, ボウ;halberd, arms, festival float
垣;かき, エン;hedge, fence, wall
欺;あざむ.く, ギ;deceit, cheat, delude
釣;つ.る, つ.り, つ.り-, チョウ;angling, fish, catch, allure, ensnare
缶;かま, カン;tin can, container, jar radical (no. 121)
萩;はぎ, シュウ;bush clover
粧;ショウ;cosmetics, adorn (one's person)
粛;つつし.む, シュク, スク;solemn, quietly, softly
栗;くり, おののく, リツ, リ;chestnut
愚;おろ.か, グ;foolish, folly, absurdity, stupid
嘉;よみ.する, よい, カ;applaud, praise, esteem
遭;あ.う, あ.わせる, ソウ;encounter, meet, party, association, interview, join
架;か.ける, か.かる, カ;erect, frame, mount, support, shelf, construct
鬼;おに, おに-, キ;ghost, devil
庶;ショ;commoner, all, bastard
稚;いとけない, おさない, おくて, おでる, チ, ジ;immature, young
滋;ジ;"nourishing, more &amp; more, be luxuriant, planting, turbidity"
幻;まぼろし, ゲン;phantasm, vision, dream, illusion, apparition
煮;に.る, -に, に.える, に.やす, シャ;boil, cook
姫;ひめ, ひめ-, キ;princess
誓;ちか.う, セイ;vow, swear, pledge
把;ハ, ワ;grasp, faggot, bunch, counter for bundles
践;ふ.む, セン;tread, step on, trample, practice, carry through
呈;テイ;display, offer, present, send, exhibit
疎;うと.い, うと.む, まば.ら, ソ, ショ;alienate, rough, neglect, shun, sparse
仰;あお.ぐ, おお.せ, お.っしゃる, おっしゃ.る, ギョウ, コウ;face-up, look up, depend, seek, respect, rever, drink, take
剛;ゴウ;sturdy, strength
疾;はや.い, シツ;rapidly
征;セイ;subjugate, attack the rebellious, collect taxes
砕;くだ.く, くだ.ける, サイ;smash, break, crush, familiar, popular
謡;うた.い, うた.う, ヨウ;noh chanting
嫁;よめ, とつ.ぐ, い.く, ゆ.く, カ;marry into, bride
謙;ケン;self-effacing, humble oneself, condescend, be modest
后;きさき, コウ, ゴ;empress, queen, after, behind, back, later
嘆;なげ.く, なげ.かわしい, タン;sigh, lament, moan, grieve
菌;キン;germ, fungus, bacteria
鎌;かま, レン, ケン;sickle, scythe, trick
巣;す, す.くう, ソウ;nest, rookery, hive, cobweb, den
頻;しき.りに, ヒン;repeatedly, recur
琴;こと, キン;harp, koto
班;ハン;squad, corps, unit, group
棚;たな, -だな, ホウ;shelf, ledge, rack, mount, mantle, trellis
潔;いさぎよ.い, ケツ;undefiled, pure, clean, righteous, gallant
酷;ひど.い, コク;cruel, severe, atrocious, unjust
宰;サイ;superintend, manager, rule
廊;ロウ;corridor, hall, tower
辰;たつ, シン, ジン;sign of the dragon, 7-9AM, fifth sign of Chinese zodiac, shin dragon radical (no. 161)
霞;かすみ, かす.む, カ, ゲ;be hazy, grow dim, blurred
伏;ふ.せる, ふ.す, フク;prostrated, bend down, bow, cover, lay (pipes)
碁;ゴ;Go
俗;ゾク;vulgar, customs, manners, worldliness, mundane things
漠;バク;vague, obscure, desert, wide
邪;よこし.ま, ジャ;wicked, injustice, wrong
晶;ショウ;sparkle, clear, crystal
墨;すみ, ボク;black ink, India ink, ink stick, Mexico
鎮;しず.める, しず.まる, おさえ, チン;tranquilize, ancient peace-preservation centers
洞;ほら, ドウ;den, cave, excavation
履;は.く, リ;footgear, shoes, boots, put on (the feet
劣;おと.る, レツ;inferiority, be inferior to, be worse
那;なに, なんぞ, いかん, ナ, ダ;what?
殴;なぐ.る, オウ;assault, hit, beat, thrash
娠;シン;with child, pregnancy
奉;たてまつ.る, まつ.る, ほう.ずる, ホウ, ブ;observance, offer, present, dedicate
憂;うれ.える, うれ.い, う.い, う.き, ユウ;melancholy, grieve, lament, be anxious, sad, unhappy
朴;ほう, ほお, えのき, ボク;crude, simple, plain, docile
亭;テイ, チン;pavilion, restaurant, mansion, arbor, cottage, vaudeville, music hall, stage name
淳;あつ.い, ジュン, シュン;pure
鳩;はと, あつ.める, キュウ, ク;pigeon, dove
酔;よ.う, よ.い, よ, スイ;drunk, feel sick, poisoned, elated, spellbound
惜;お.しい, お.しむ, セキ;pity, be sparing of, frugal, stingy, regret
穫;カク;harvest, reap
佳;カ;excellent, beautiful, good, pleasing, skilled
潤;うるお.う, うるお.す, うる.む, ジュン;wet, be watered, profit by, receive benefits, favor, charm, steep
悼;いた.む, トウ;lament, grieve over
乏;とぼ.しい, とも.しい, ボウ;destitution, scarce, limited
該;ガイ;above-stated, the said, that specific
赴;おもむ.く, フ;proceed, get, become, tend
桑;くわ, ソウ;mulberry
桂;かつら, ケイ;Japanese Judas-tree, cinnamon tree
髄;ズイ;marrow, pith
虎;とら, コ;tiger, drunkard
盆;ボン;basin, lantern festival, tray
晋;すす.む, シン;advance
穂;ほ, スイ;ear, ear (grain), head, crest (wave)
壮;さかん, ソウ;robust, manhood, prosperity
堤;つつみ, テイ;dike, bank, embankment
飢;う.える, キ;hungry, starve
傍;かたわ.ら, わき, おか-, はた, そば, ボウ;bystander, side, besides, while, nearby, 3rd person
疫;エキ, ヤク;epidemic
累;ルイ;accumulate, involvement, trouble, tie up, continually
痴;し.れる, おろか, チ;stupid, foolish
搬;ハン;conveyor, carry, transport
晃;あきらか, コウ;clear
癒;い.える, いや.す, い.やす, ユ;healing, cure, quench (thirst), wreak
桐;きり, トウ, ドウ;paulownia
寸;スン;measurement, foot/10
郭;くるわ, カク;enclosure, quarters, fortification, red-light district
尿;ニョウ;urine
凶;キョウ;villain, evil, bad luck, disaster
吐;は.く, つ.く, ト;spit, vomit, belch, confess, tell (lies)
宴;うたげ, エン;banquet, feast, party
鷹;たか, ヨウ, オウ;hawk
賓;ヒン;V.I.P., guest
虜;とりこ, とりく, リョ, ロ;captive, barbarian, low epithet for the enemy
陶;トウ;pottery, porcelain
鐘;かね, ショウ;bell, gong, chimes
憾;うら.む, カン;remorse, regret, be sorry
猪;い, いのしし, チョ;boar
紘;おおづな, つな, つなぐ, コウ;large
磁;ジ;magnet, porcelain
弥;いや, や, あまねし, いよいよ, とおい, ひさし, ひさ.しい, わた.る, ミ, ビ;all the more, increasingly
昆;コン;descendants, elder brother, insect
粗;あら.い, あら-, ソ;coarse, rough, rugged
訂;テイ;revise, correct, decide
芽;め, ガ;bud, sprout, spear, germ
庄;ショウ, ソ, ソウ, ホウ;level
傘;かさ, サン;umbrella
敦;あつ.い, トン, タイ, ダン, チョウ;industry, kindliness
騎;キ;equestrian, riding on horses, counter for equestrians
循;ジュン;sequential, fellow
忍;しの.ぶ, しの.ばせる, ニン;endure, bear, put up with, conceal, secrete, spy, sneak
怠;おこた.る, なま.ける, タイ;neglect, laziness
如;ごと.し, ジョ, ニョ;likeness, like, such as, as if, better, best, equal
寮;リョウ;dormitory, hostel, villa, tea pavillion
祐;たす.ける, ユウ, ウ;help
鵬;おおとり, ホウ;phoenix
鉛;なまり, エン;lead
珠;たま, シュ;pearl, gem, jewel
凝;こ.る, こ.らす, こご.らす, こご.らせる, こご.る, ギョウ;congeal, freeze, stiff, be absorbed in
苗;なえ, なわ-, ビョウ, ミョウ;seedling, sapling, shoot
獣;けもの, けだもの, ジュウ;animal, beast
哀;あわ.れ, あわ.れむ, かな.しい, アイ;pathetic, grief, sorrow, pathos, pity, sympathize
跳;は.ねる, と.ぶ, -と.び, チョウ;hop, leap up, spring, jerk, prance, buck, splash, sputter, snap
匠;たくみ, ショウ;artisan, workman, carpenter
垂;た.れる, た.らす, た.れ, -た.れ, なんなんと.す, スイ;droop, suspend, hang, slouch
蛇;へび, ジャ, ダ, イ, ヤ;snake, serpent, hard drinker
澄;す.む, す.ます, -す.ます, チョウ;lucidity, be clear, clear, clarify, settle, strain, look grave
縫;ぬ.う, ホウ;sew, stitch, embroider
僧;ソウ;Buddhist priest, monk
